il	30000
la	15000
è	10000
e	7500
di	6000
per	5000
não	4285
with	3750
lei	3333
questo	3000
ma	2727
suo	2500
da	2307
uno	2142
due	2000
tre	1875
quattro	1764
cinque	1666
persona	1578
vita	1500
tempo	1428
cosa	1363
giorno	1304
mano	1250
occhio	1200
parola	1153
luogo	1111
testa	1071
amico	1034
molto	1000
lavoro	967
città	937
terra	909
paese	882
nuovo	857
grande	833
bene	810
dire	789
vedere	769
andare	750
sapere	731
volere	714
fare	697
prendre	681
mangiare	666
collaborazione	652
innovazione	638
sviluppo	625
società	612
opportunità	600
responsabilità	588
futuro	576
governo	566
comunità	555
educazione	545
cultura	535
langue	526
diritto	517
legge	508
potere	500
monde	491
amore	483
verità	476
forza	468
libertà	461
nazione	454
storia	447
speranza	441
gioia	434
pensiero	428
libro	422
skola	416
lavoro	410
aiuto	405
domanda	400
decisione	394
via	389
obiettivo	384
successo	379
fede	375
sole	370
agua	365
fuoco	361
nuit	357
pace	352
