hogy	30000
nem	15000
egy	10000
az	7500
is	6000
meg	5000
el	4285
ha	3750
volt	3333
kell	3000
mert	2727
csak	2500
most	2307
nagyon	2142
mint	2000
még	1875
úgy	1764
vagy	1666
ki	1578
be	1500
fel	1428
le	1363
itt	1304
ott	1250
egy	1200
kettő	1153
három	1111
négy	1071
öt	1034
ember	1000
élet	967
idő	937
dolog	909
nap	882
kéz	857
szem	833
szó	810
hely	789
fej	769
barát	750
sok	731
munka	714
város	697
föld	681
ország	666
új	652
nagy	638
jól	625
lehet	612
csak	600
még	588
most	576
lenni	566
mondani	555
látni	545
menni	535
tudni	526
akarni	517
csinálni	508
venni	500
enni	491
együttműködés	483
innováció	476
fejlődés	468
társadalom	461
lehetőség	454
felelősség	447
jövő	441
kormány	434
közösség	428
oktatás	422
kultúra	416
nyelv	410
jog	405
törvény	400
hatalom	394
világ	389
szerelem	384
igazság	379
erő	375
szabadság	370
nép	365
történelem	361
remény	357
öröm	352
gondolat	348
könyv	344
skola	340
munka	337
segítség	333
kérdés	329
döntés	326
út	322
cél	319
siker	315
hit	312
nap	309
víz	306
tűz	303
éjszaka	300
béke	297
